P0,P1,P2,P3,P4
MOUNTAIN HIGH,0175270194,2,VANILLA,LOW FAT
MOUNTAIN HIGH,0175270161,2,VANILLA,WHOLE
YOPLAIT,017047027753,0.375,BLUEBERRY,NONFAT
YOPLAIT,017047027754,0.375,HONEY VANILLA,FAT FREE
YOPLAIT,017047027599,5.625,MISSING,FAT FREE
YOPLAIT,017047027755,0.375,PLAIN,FAT FREE
YOPLAIT,017047027751,0.375,STRAWBERRY,FAT FREE
YOPLAIT DELIGHTS,027047028273,1,CHOCOLATE RASPBERRY,LOW FAT
YOPLAIT DELIGHTS,027047028274,1,CREME CARAMEL,1% MILKFAT
YOPLAIT DELIGHTS,027047028275,1,MISSING,LOW FAT
YOPLAIT DELIGHTS,027047028272,1,MISSING,LOW FAT
YOPLAIT FIBER ONE,017047027611,1,KEY LIME PIE,NONFAT
YOPLAIT FIBER ONE,017047027613,1,PEACH,NONFAT
YOPLAIT FIBER ONE,017047027607,1,STRAWBERRY,NONFAT
YOPLAIT FIBER ONE,017047027609,1,VANILLA,NONFAT
YOPLAIT GO GURT,0170470567,1.125,MISSING,LOW FAT
YOPLAIT GO GURT,017047019654,2.25,MISSING,1% MILKFAT
YOPLAIT GO GURT,0170470573,1.125,MISSING,LOW FAT
YOPLAIT GO GURT,017047027739,1.125,MIXED BERRY,LOW FAT
YOPLAIT GO GURT,017047019801,1.125,MISSING,LOW FAT
YOPLAIT GO GURT,0170470571,1.125,MISSING,1% MILKFAT
YOPLAIT GO GURT,0270470564,1.125,MISSING,LOW FAT
YOPLAIT GO GURT,017047047804,2.25,MISSING,LOW FAT
YOPLAIT GO GURT,017047011317,4.5,MISSING,LOW FAT
YOPLAIT GO GURT,0170470570,1.125,MISSING,LOW FAT
YOPLAIT GO GURT,017047027756,1.125,STRAWBERRY,LOW FAT
YOPLAIT GO GURT,0170470572,1.125,MISSING,LOW FAT
YOPLAIT GRANDE,017047029061,2,MISSING,LOW FAT
YOPLAIT GRANDE,017047018065,2,CREAMY STRAWBERRY,FAT FREE
YOPLAIT GRANDE,0270470430,2,CREAMY STRAWBERRY,99% FAT FREE
YOPLAIT GRANDE,017047018064,2,CREAMY VANILLA,FAT FREE
YOPLAIT GRANDE,017047029062,2,MISSING,LOW FAT
YOPLAIT GRANDE,0270470438,2,PLAIN,FAT FREE
YOPLAIT GRANDE,0270470439,2,VANILLA,99% FAT FREE
YOPLAIT KIDS,017047017706,1.5,BANANA & VANILLA,LOW FAT
YOPLAIT KIDS,0370470712,1.5,STRAWBRY&STRWBRY VNL,LOW FAT
YOPLAIT KIDS,0570470710,1.5,STRWBRY BNA & PEACH,LOW FAT
YOPLAIT LIGHT,0170470638,0.375,MISSING,FAT FREE
YOPLAIT LIGHT,0170470658,0.375,APRICOT MANGO,NONFAT
YOPLAIT LIGHT,017047050482,0.375,MISSING,NONFAT
YOPLAIT LIGHT,0170470636,0.375,BLACKBERRY,FAT FREE
YOPLAIT LIGHT,0170470652,0.375,MISSING,FAT FREE
YOPLAIT LIGHT,0170470657,0.375,BANANA CREAM PIE,LOW FAT
YOPLAIT LIGHT,017047028102,3,MISSING,NONFAT
YOPLAIT LIGHT,017047042024,0.375,MISSING,FAT FREE
YOPLAIT LIGHT,0170470648,0.375,MISSING,FAT FREE
YOPLAIT LIGHT,0170470661,0.375,BOSTON CREAM PIE,FAT FREE
YOPLAIT LIGHT,0170470655,0.375,HARVEST PEACH,FAT FREE
YOPLAIT LIGHT,0170470665,0.375,KEY LIME PIE,LOW FAT
YOPLAIT LIGHT,0170470664,0.375,LEMON CREAM PIE,FAT FREE
YOPLAIT LIGHT,0170470641,0.375,ORANGE CREME,LOW FAT
YOPLAIT LIGHT,017047027104,0.375,MISSING,FAT FREE
YOPLAIT LIGHT,017047027106,0.375,RASPBERRY CHEESECAKE,FAT FREE
YOPLAIT LIGHT,0170470651,0.375,RED RASPBERRY,FAT FREE
YOPLAIT LIGHT,017047042027,0.375,MISSING,FAT FREE
YOPLAIT LIGHT,0170470654,0.375,MISSING,FAT FREE
YOPLAIT LIGHT,017047029533,3,MISSING,NONFAT
YOPLAIT LIGHT,017047042398,3,MISSING,NONFAT
YOPLAIT LIGHT,017047018818,5.625,STRAWBERRY AND PEACH,NONFAT
YOPLAIT LIGHT,0170470650,0.375,STRAWBERRY,FAT FREE
YOPLAIT LIGHT,0170470647,0.375,STRAWBERRY ORANGE SU,FAT FREE
YOPLAIT LIGHT,017047027101,0.375,STRAWBERRY SHORTCAKE,NONFAT
YOPLAIT LIGHT,0170470653,0.375,VERY CHERRY,LOW FAT
YOPLAIT LIGHT,0170470643,0.375,VERY VANILLA,LOW FAT
YOPLAIT LIGHT,017047040767,3,MISSING,NONFAT
YOPLAIT LIGHT,0170470668,0.375,MISSING,FAT FREE
YOPLAIT LIGHT THICK & CREAMY,017047043357,0.375,CHERRY COBBLER,FAT FREE
YOPLAIT LIGHT THICK & CREAMY,017047043358,0.375,CINNAMON ROLL,LOW FAT
YOPLAIT LIGHT THICK & CREAMY,017047017878,0.375,FRENCH VANILLA,LOW FAT
YOPLAIT LIGHT THICK & CREAMY,017047018082,0.375,KEY LIME PIE,FAT FREE
YOPLAIT LIGHT THICK & CREAMY,017047018083,0.375,LEMON MERINGUE,FAT FREE
YOPLAIT LIGHT THICK & CREAMY,017047018084,0.375,MIXED BERRY,FAT FREE
YOPLAIT LIGHT THICK & CREAMY,017047018085,0.375,ORANGE CREME,FAT FREE
YOPLAIT LIGHT THICK & CREAMY,017047018086,0.375,PEACHES N CREAM,FAT FREE
YOPLAIT LIGHT THICK & CREAMY,017047018081,0.375,STRAWBERRY,FAT FREE
YOPLAIT ORIGINAL,017047026284,0.375,MISSING,LOW FAT
YOPLAIT ORIGINAL,0170470330,0.375,BLACKBERRY HARVEST,LOW FAT
YOPLAIT ORIGINAL,017047050484,0.375,MISSING,LOW FAT
YOPLAIT ORIGINAL,0170470335,0.375,MISSING,99% FAT FREE
YOPLAIT ORIGINAL,017047028101,3,MISSING,LOW FAT
YOPLAIT ORIGINAL,0170470309,0.375,BOYSENBERRY,99% FAT FREE
YOPLAIT ORIGINAL,017047027839,0.375,COFFEE,1% MILKFAT
YOPLAIT ORIGINAL,0170470303,0.375,CHERRY ORCHARD,LOW FAT
YOPLAIT ORIGINAL,017047050485,0.375,CRANBERRY RASPBERRY,1% MILKFAT
YOPLAIT ORIGINAL,0170470323,0.375,FRENCH VANILLA,LOW FAT
YOPLAIT ORIGINAL,0170470307,0.375,HARVEST PEACH,LOW FAT
YOPLAIT ORIGINAL,0170470321,0.375,KEY LIME PIE,99% FAT FREE
YOPLAIT ORIGINAL,0170470306,0.375,MISSING,LOW FAT
YOPLAIT ORIGINAL,017047027499,5.625,MISSING,LOW FAT
YOPLAIT ORIGINAL,0170470302,0.375,MOUNTAIN BLUEBERRY,LOW FAT
YOPLAIT ORIGINAL,017047019659,0.375,MANGO,99% FAT FREE
YOPLAIT ORIGINAL,0170470310,0.375,MIXED BERRY,LOW FAT
YOPLAIT ORIGINAL,0170470319,0.375,ORANGE CREME,LOW FAT
YOPLAIT ORIGINAL,0170470308,0.375,PINEAPPLE,99% FAT FREE
YOPLAIT ORIGINAL,0170470312,0.375,PINA COLADA,LOW FAT
YOPLAIT ORIGINAL,017047027838,0.375,PEAR,LOW FAT
YOPLAIT ORIGINAL,017047026287,0.375,MISSING,LOW FAT
YOPLAIT ORIGINAL,0170470301,0.375,RED RASPBERRY,LOW FAT
YOPLAIT ORIGINAL,017047043231,3,STWBRY & STWBRY BNA,LOW FAT
YOPLAIT ORIGINAL,017047029423,3,MISSING,LOW FAT
YOPLAIT ORIGINAL,017047018823,5.625,STRAWBERRY AND PEACH,1% MILKFAT
YOPLAIT ORIGINAL,017047029421,3,STRAWBERRY,LOW FAT
YOPLAIT ORIGINAL,0170470300,0.375,STRAWBERRY,LOW FAT
YOPLAIT ORIGINAL,0170470325,0.375,STRAWBERRY CHSCK,LOW FAT
YOPLAIT ORIGINAL,0170470317,0.375,STRAWBERRY KIWI,LOW FAT
YOPLAIT ORIGINAL,0170470329,0.375,STRAWBERRY MANGO,LOW FAT
YOPLAIT ORIGINAL,0170470313,0.375,STRAWBERRY BANANA,LOW FAT
YOPLAIT ORIGINAL,017047029422,3,STWBERRY & MXD BERRY,LOW FAT
YOPLAIT ORIGINAL,0170470322,0.375,WHITE CHOC RASPBERRY,99% FAT FREE
YOPLAIT RO GURT,0270470596,1.125,SHGYS CL PNCH & RWBR,LOW FAT
YOPLAIT THICK & CREAMY,0170470135,0.375,BLACKBERRY HARVEST,LOW FAT
YOPLAIT THICK & CREAMY,0170470107,0.375,KEY LIME PIE,LOW FAT
YOPLAIT THICK & CREAMY,0170470116,0.375,ORANGE CREME,LOW FAT
YOPLAIT THICK & CREAMY,0170470123,0.375,PEACHES N CREAM,LOW FAT
YOPLAIT THICK & CREAMY,0170470101,0.375,ROYAL RASPBERRY,LOW FAT
YOPLAIT THICK & CREAMY,0170470100,0.375,STRAWBERRY,LOW FAT
YOPLAIT THICK & CREAMY,0170470115,0.375,STRAWBERRY BANANA,LOW FAT
YOPLAIT THICK & CREAMY,0170470112,0.375,VANILLA,LOW FAT
YOPLAIT TRIX,0170470720,1.5,MISSING,LOW FAT
YOPLAIT TRIX,0170470719,1.5,MISSING,LOW FAT
YOPLAIT TRIX,0170470721,1.5,TRPL CHRY & WLDB BL,LOW FAT
YOPLAIT TRIX,0170470639,1.5,MISSING,LOW FAT
YOPLAIT TRIX,0170470723,1.5,MISSING,LOW FAT
YOPLAIT WHIPS,017047028447,0.25,CHOCOLATE,LOW FAT
YOPLAIT WHIPS,017047028449,0.25,CHOCOLATE RASPBERRY,LOW FAT
YOPLAIT WHIPS,0270470128,0.25,KEY LIME PIE,LOW FAT
YOPLAIT WHIPS,0270470269,0.25,MISSING,LOW FAT
YOPLAIT WHIPS,0170470129,0.25,ORANGE CREME,LOW FAT
YOPLAIT WHIPS,0170470126,0.25,PEACHES N CREAM,LOW FAT
YOPLAIT WHIPS,0170470127,0.25,RASPBERRY MOUSSE,2% MILKFAT
YOPLAIT WHIPS,017047019656,0.25,MISSING,MISSING
YOPLAIT WHIPS,0170470109,0.25,STRAWBERRY MIST,LOW FAT
